Order ID,Order Date,Ship Date,EmailID,Geography,Category,Product Name,Sales,Quantity,Profit,Shipping Days,Profit Margin,Month,year
CA-2014-128041,02-09-2014,02-09-2014,RickWilson@gmail.com,"United States,Seattle,Washington",Appliances,Honeywell Quietcare HEPA Air Cleaner,314.60,4.00,103.82,0,33,9,2014
CA-2011-138177,19-09-2011,24-09-2011,NeilDucich@gmail.com,"United States,Chandler,Arizona",Tables,Hon 2111 Invitation Series Straight Table,73.92,1.00,-45.83,5,-62,9,2011
CA-2012-168760,22-09-2012,26-09-2012,MuhammedMacIntyre@gmail.com,"United States,Los Angeles,California",Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3.00,16.59,4,27,9,2012
CA-2013-168830,08-11-2013,14-11-2013,MarinaLichtenstein@gmail.com,"United States,San Francisco,California",Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3.00,163.19,6,34,11,2013
CA-2014-137463,17-12-2014,21-12-2014,KalycaMeade@gmail.com,"United States,Sunnyvale,California",Binders,Accohide Poly Flexible Ring Binders,5.98,2.00,2.24,4,37.5,12,2014
CA-2012-165554,18-05-2012,22-05-2012,AnthonyJacobs@gmail.com,"United States,Los Angeles,California",Paper,"Wirebound Message Book, 4 per Page",10.86,2.00,5.32,4,49,5,2012
CA-2011-141838,26-03-2011,31-03-2011,DamalaKotsonis@gmail.com,"United States,San Francisco,California",Art,Newell 308,3.36,2.00,0.84,5,25,3,2011
CA-2014-117009,23-09-2014,29-09-2014,BerenikeKampe@gmail.com,"United States,Santa Ana,California",Supplies,Fiskars Softgrip Scissors,21.96,2.00,6.15,6,28,9,2014
CA-2012-128993,12-09-2012,17-09-2012,CraigCarreira@gmail.com,"United States,Seattle,Washington",Accessories,Memorex Froggy Flash Drive 4 GB,21.98,2.00,8.57,5,39,9,2012
CA-2012-149097,20-10-2012,24-10-2012,StewartVisinsky@gmail.com,"United States,Los Angeles,California",Furnishings,Nu-Dell Oak Frame,74.76,7.00,23.92,4,32,10,2012
CA-2013-132304,15-06-2013,19-06-2013,AnthonyRawles@gmail.com,"United States,Seattle,Washington",Tables,Hon Non-Folding Utility Tables,1115.17,7.00,334.55,4,30,6,2013
CA-2012-136420,20-11-2012,21-11-2012,ChrisSelesnick@gmail.com,"United States,San Diego,California",Binders,"Performers Binder/Pad Holder, Black",89.70,4.00,33.64,1,37.5,11,2012
CA-2013-106278,03-09-2013,06-09-2013,BeckyMartin@gmail.com,"United States,Des Moines,Washington",Chairs,"Global Leather Task Chair, Black",215.98,3.00,-2.70,3,-1.25,9,2013
CA-2014-166898,12-09-2014,14-09-2014,KenHeidel@gmail.com,"United States,Santa Ana,California",Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.95,6.00,17.99,2,12.5,9,2014
CA-2013-126102,11-09-2013,13-09-2013,DiannaVittorini@gmail.com,"United States,Los Angeles,California",Binders,Ibico EB-19 Dual Function Manual Binding System,276.78,2.00,89.95,2,32.5,9,2013
CA-2013-135461,07-02-2013,10-02-2013,EricaBern@gmail.com,"United States,Los Angeles,California",Phones,Motorola L703CM,623.96,5.00,39.00,3,6.25,2,2013
US-2013-155971,07-06-2013,13-06-2013,RossBaird@gmail.com,"United States,Los Angeles,California",Labels,Avery 488,22.05,7.00,10.58,6,48,6,2013
CA-2014-122007,19-03-2014,21-03-2014,JasonKlamczynski@gmail.com,"United States,Los Angeles,California",Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7.00,26.35,2,29,3,2014
CA-2014-162250,25-11-2014,25-11-2014,PatrickRyan@gmail.com,"United States,San Francisco,California",Paper,"Southworth 100% Résumé Paper, 24lb.",7.78,1.00,3.50,0,45,11,2014
CA-2012-157028,28-11-2012,03-12-2012,MichelleArnett@gmail.com,"United States,Las Cruces,New Mexico",Art,BIC Brite Liner Highlighters,8.28,2.00,3.48,5,42,11,2012
US-2014-147655,05-09-2014,06-09-2014,AaronSmayling@gmail.com,"United States,Redmond,Oregon",Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.07,7.00,-58.72,1,-66.66666667,9,2014
CA-2012-157805,31-08-2012,04-09-2012,RickHuthwaite@gmail.com,"United States,San Diego,California",Phones,Toshiba IPT2010-SD IP Telephone,555.96,5.00,41.70,4,7.5,8,2012
CA-2014-123029,01-10-2014,03-10-2014,BradleyTalbott@gmail.com,"United States,Los Angeles,California",Accessories,Razer Kraken PRO Over Ear PC and Music Headset,159.98,2.00,47.99,2,30,10,2014
US-2014-166688,21-05-2014,27-05-2014,RickDuston@gmail.com,"United States,Las Vegas,Nevada",Binders,Wilson Jones Impact Binders,8.29,2.00,3.00,6,36.25,5,2014
US-2012-106873,24-09-2012,29-09-2012,KunstMiller@gmail.com,"United States,Avondale,Arizona",Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.58,2.00,2.37,5,16.25,9,2012
CA-2011-102645,24-01-2011,29-01-2011,IoniaMcGrath@gmail.com,"United States,Las Vegas,Nevada",Paper,Xerox 195,40.08,6.00,19.24,5,48,1,2011
CA-2013-100300,25-06-2013,27-06-2013,MaxJones@gmail.com,"United States,San Diego,California",Machines,Okidata MB760 Printer,4476.80,4.00,503.64,2,11.25,6,2013
US-2013-155768,02-12-2013,02-12-2013,LaurelBeltran@gmail.com,"United States,Oxnard,California",Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2.00,1.60,0,5,12,2013
CA-2014-119424,13-06-2014,15-06-2014,SarahBrown@gmail.com,"United States,Kent,Washington",Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.98,3.00,9.00,2,12.5,6,2014
CA-2014-156776,08-08-2014,12-08-2014,JeremyLonsdale@gmail.com,"United States,Westminster,California",Phones,Polycom VoiceStation 500 Conference phone,707.88,3.00,44.24,4,6.25,8,2014
CA-2011-146843,30-11-2011,06-12-2011,PhilipBrown@gmail.com,"United States,Avondale,Arizona",Supplies,Acme Office Executive Series Stainless Steel Trimmers,47.99,7.00,3.60,6,7.5,11,2011
CA-2011-103310,10-05-2011,15-05-2011,GregMatthias@gmail.com,"United States,San Jose,California",Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,39.96,2.00,19.18,5,48,5,2011
CA-2013-104689,02-12-2013,06-12-2013,FredHopkins@gmail.com,"United States,Los Angeles,California",Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8.00,6.91,4,30,12,2013
CA-2014-141747,04-08-2014,09-08-2014,ScotCoram@gmail.com,"United States,Seattle,Washington",Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",16.06,1.00,4.18,5,26,8,2014
CA-2012-167479,14-03-2012,19-03-2012,ArianneIrving@gmail.com,"United States,Roseville,California",Paper,Xerox 223,19.44,3.00,9.33,5,48,3,2012
CA-2011-144071,08-12-2011,15-12-2011,DennyJoy@gmail.com,"United States,San Francisco,California",Furnishings,Luxo Economy Swing Arm Lamp,39.88,2.00,11.17,7,28,12,2011
CA-2013-152646,22-11-2013,27-11-2013,TiffanyHouse@gmail.com,"United States,Los Angeles,California",Paper,Xerox 222,32.40,5.00,15.55,5,48,11,2013
CA-2014-140515,20-03-2014,25-03-2014,GeorgeZrebassa@gmail.com,"United States,Los Angeles,California",Appliances,Belkin 5 Outlet SurgeMaster Power Centers,381.36,7.00,106.78,5,28,3,2014
CA-2011-153619,03-11-2011,03-11-2011,TracyCollins@gmail.com,"United States,Los Angeles,California",Art,Prang Dustless Chalk Sticks,6.72,4.00,3.36,0,50,11,2011
CA-2014-133718,24-07-2014,27-07-2014,TracyBlumstein@gmail.com,"United States,Los Angeles,California",Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",15.19,3.00,5.51,3,36.25,7,2014
CA-2011-148383,27-12-2011,31-12-2011,ResiPölking@gmail.com,"United States,Phoenix,Arizona",Binders,GBC DocuBind 300 Electric Binding Machine,946.76,6.00,-694.29,4,-73.33333333,12,2011
CA-2013-126732,03-09-2013,07-09-2013,LenaRadford@gmail.com,"United States,Los Angeles,California",Furnishings,Ultra Door Pull Handle,94.68,9.00,31.24,4,33,9,2013
CA-2011-113271,09-07-2011,14-07-2011,DarrinSayre@gmail.com,"United States,San Francisco,California",Binders,Avery Hidden Tab Dividers for Binding Systems,14.30,6.00,4.65,5,32.5,7,2011
CA-2014-130106,23-05-2014,27-05-2014,VickyFreymann@gmail.com,"United States,San Francisco,California",Art,Newell 350,9.84,3.00,2.85,4,29,5,2014
CA-2014-155712,03-03-2014,09-03-2014,KenDana@gmail.com,"United States,Los Angeles,California",Binders,Catalog Binders with Expanding Posts,107.65,2.00,33.64,6,31.25,3,2014
CA-2014-111388,03-09-2014,03-09-2014,StephanieUlpright@gmail.com,"United States,Seattle,Washington",Chairs,"Global Leather Task Chair, Black",215.98,3.00,-2.70,0,-1.25,9,2014
CA-2011-125759,09-02-2011,10-02-2011,NathanMautz@gmail.com,"United States,North Las Vegas,Nevada",Furnishings,"Master Caster Door Stop, Large Brown",14.56,2.00,5.53,1,38,2,2011
US-2011-134054,10-10-2011,10-10-2011,FredChung@gmail.com,"United States,Albuquerque,New Mexico",Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7.00,112.57,0,44,10,2011
CA-2013-166772,21-09-2013,25-09-2013,HeatherJas@gmail.com,"United States,Seattle,Washington",Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,2.00,40.97,4,25,9,2013
CA-2014-102218,03-09-2014,05-09-2014,LukeWeiss@gmail.com,"United States,Fort Collins,Colorado",Labels,Avery 519,11.70,2.00,3.95,2,33.75,9,2014
CA-2011-111857,23-04-2011,26-04-2011,NathanMautz@gmail.com,"United States,San Francisco,California",Paper,Xerox 1891,48.91,1.00,22.99,3,47,4,2011
CA-2012-137603,19-09-2012,24-09-2012,MarcHarrigan@gmail.com,"United States,Santa Fe,New Mexico",Art,Newell 323,8.40,5.00,2.18,5,26,9,2012
CA-2011-128237,25-03-2011,30-03-2011,ChristinaAnderson@gmail.com,"United States,San Francisco,California",Art,Newell 35,6.56,2.00,1.90,5,29,3,2011
CA-2014-121853,24-09-2014,30-09-2014,DuaneBenoit@gmail.com,"United States,Los Angeles,California",Paper,Xerox 1909,211.04,8.00,97.08,6,46,9,2014
US-2014-130687,08-09-2014,11-09-2014,PhillipFlathmann@gmail.com,"United States,Edmonds,Washington",Furnishings,DAX Two-Tone Silver Metal Document Frame,80.96,4.00,34.81,3,43,9,2014
CA-2012-164497,28-11-2012,30-11-2012,AshleyJarboe@gmail.com,"United States,San Francisco,California",Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.28,4.00,15.40,2,34,11,2012
CA-2013-108056,30-09-2013,04-10-2013,ErinSmith@gmail.com,"United States,Springfield,Oregon",Phones,Wilson Electronics DB Pro Signal Booster,859.20,3.00,75.18,4,8.75,9,2013
CA-2014-130715,17-09-2014,21-09-2014,CraigYedwab@gmail.com,"United States,San Francisco,California",Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.90,5.00,8.77,4,49,9,2014
CA-2011-155264,19-10-2011,22-10-2011,RachelPayne@gmail.com,"United States,San Francisco,California",Binders,Accohide Poly Flexible Ring Binders,2.99,1.00,1.12,3,37.5,10,2011
CA-2013-119123,14-03-2013,19-03-2013,DennisBolton@gmail.com,"United States,Riverside,California",Binders,Cardinal EasyOpen D-Ring Binders,51.18,7.00,19.19,5,37.5,3,2013
CA-2013-114860,23-12-2013,29-12-2013,DuaneNoonan@gmail.com,"United States,Moreno Valley,California",Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,842.72,8.00,202.25,6,24,12,2013
CA-2013-159009,24-09-2013,28-09-2013,DavePoirier@gmail.com,"United States,Seattle,Washington",Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.22,4.00,4.46,4,33.75,9,2013
CA-2014-111591,22-03-2014,26-03-2014,PaulStevenson@gmail.com,"United States,Seattle,Washington",Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",30.58,6.00,10.32,4,33.75,3,2014
CA-2014-102820,08-05-2014,12-05-2014,CarlosSoltero@gmail.com,"United States,Pasadena,California",Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.94,7.00,52.49,4,12.5,5,2014
CA-2013-149671,06-06-2013,10-06-2013,KenBrennan@gmail.com,"United States,Seattle,Washington",Supplies,Acme Box Cutter Scissors,61.38,6.00,15.96,4,26,6,2013
CA-2012-126347,14-12-2012,19-12-2012,AshleyJarboe@gmail.com,"United States,Los Angeles,California",Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.00,2.00,10.50,5,21,12,2012
CA-2014-163097,28-08-2014,01-09-2014,SarahFoster@gmail.com,"United States,Mesa,Arizona",Furnishings,Flat Face Poster Frame,120.58,8.00,33.16,4,27.5,8,2014
CA-2012-130848,25-10-2012,25-10-2012,DeirdreGreer@gmail.com,"United States,Denver,Colorado",Chairs,Global Highback Leather Tilter in Burgundy,582.34,8.00,-29.12,0,-5,10,2012
CA-2011-159814,24-06-2011,28-06-2011,LizPelletier@gmail.com,"United States,Tucson,Arizona",Furnishings,Acrylic Self-Standing Desk Frames,4.27,2.00,0.96,4,22.5,6,2011
CA-2013-108959,11-03-2013,15-03-2013,MayaHerman@gmail.com,"United States,Glendale,Arizona",Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",104.70,1.00,6.54,4,6.25,3,2013
CA-2012-164777,27-01-2012,29-01-2012,SeanChristensen@gmail.com,"United States,Los Angeles,California",Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92,5.00,0.00,2,0,1,2012
CA-2012-127824,18-10-2012,22-10-2012,JohnCastell@gmail.com,"United States,Seattle,Washington",Phones,Motorola L703CM,249.58,2.00,15.60,4,6.25,10,2012
CA-2011-145254,23-07-2011,27-07-2011,NickCrebassa@gmail.com,"United States,San Francisco,California",Phones,VTech DS6151,604.75,6.00,60.48,4,10,7,2011
CA-2013-160479,16-09-2013,21-09-2013,AngeleHood@gmail.com,"United States,Seattle,Washington",Art,SANFORD Major Accent Highlighters,35.40,5.00,13.45,5,38,9,2013
CA-2012-119627,17-08-2012,23-08-2012,StevenCartwright@gmail.com,"United States,Peoria,Arizona",Accessories,Imation Clip USB flash drive - 8 GB,30.08,2.00,-5.26,6,-17.5,8,2012
CA-2014-107853,27-05-2014,01-06-2014,CarlosDaly@gmail.com,"United States,Oceanside,California",Paper,Xerox 201,12.96,2.00,6.22,5,48,5,2014
US-2013-148957,18-09-2013,24-09-2013,ChuckClark@gmail.com,"United States,Redmond,Washington",Labels,Avery 481,12.32,4.00,5.91,6,48,9,2013
CA-2011-140032,08-09-2011,13-09-2011,TobySwindell@gmail.com,"United States,San Francisco,California",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",8.61,2.00,3.01,5,35,9,2011
CA-2014-145506,04-06-2014,08-06-2014,MegO'Connel@gmail.com,"United States,Spokane,Washington",Storage,Eldon Gobal File Keepers,136.26,9.00,5.45,4,4,6,2014
CA-2012-129546,28-09-2012,05-10-2012,RoyPhan@gmail.com,"United States,Los Angeles,California",Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",186.15,3.00,55.85,7,30,9,2012
CA-2011-138240,09-10-2011,14-10-2011,ShirleyJackson@gmail.com,"United States,San Francisco,California",Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.60,3.00,41.93,5,29,10,2011
CA-2011-100867,19-10-2011,24-10-2011,EugeneHildebrand@gmail.com,"United States,Lakewood,California",Phones,RCA Visys Integrated PBX 8-Line Router,321.55,6.00,20.10,5,6.25,10,2011
CA-2013-126858,20-11-2013,24-11-2013,JanetMolinari@gmail.com,"United States,Seattle,Washington",Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2.00,1.60,4,5,11,2013
CA-2011-122679,22-07-2011,28-07-2011,AlejandroBallentine@gmail.com,"United States,Los Angeles,California",Art,Crayola Colored Pencils,19.68,6.00,6.49,6,33,7,2011
CA-2012-156566,01-10-2012,04-10-2012,EricMurdock@gmail.com,"United States,Portland,Oregon",Phones,Wilson Electronics DB Pro Signal Booster,572.80,2.00,50.12,3,8.75,10,2012
CA-2014-111738,04-01-2014,08-01-2014,ChristopherMartinez@gmail.com,"United States,San Francisco,California",Binders,GBC ProClick 150 Presentation Binding System,2022.27,8.00,682.52,4,33.75,1,2014
US-2013-123610,13-05-2013,17-05-2013,VivianMathis@gmail.com,"United States,Mission Viejo,California",Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120.00,6.00,46.80,4,39,5,2013
US-2012-158589,20-11-2012,24-11-2012,KellyWilliams@gmail.com,"United States,San Francisco,California",Furnishings,Dana Swing-Arm Lamps,32.04,3.00,8.01,4,25,11,2012
US-2014-104451,09-05-2014,13-05-2014,MichelleMoray@gmail.com,"United States,San Francisco,California",Appliances,Fellowes Mighty 8 Compact Surge Protector,81.08,4.00,22.70,4,28,5,2014
CA-2013-101189,04-02-2013,09-02-2013,JenniferBraxton@gmail.com,"United States,Los Angeles,California",Storage,Safco Commercial Shelving,93.02,2.00,3.72,5,4,2,2013
CA-2014-156958,06-12-2014,07-12-2014,PatrickBzostek@gmail.com,"United States,Seattle,Washington",Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5.00,29.37,1,35,12,2014
CA-2014-111759,09-07-2014,13-07-2014,MathewReese@gmail.com,"United States,Seattle,Washington",Paper,Staples,52.76,2.00,24.27,4,46,7,2014
CA-2013-148747,26-09-2013,28-09-2013,AaronSmayling@gmail.com,"United States,San Francisco,California",Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",477.67,2.00,84.29,2,17.64705882,9,2013
CA-2012-135727,11-05-2012,16-05-2012,PaulStevenson@gmail.com,"United States,Phoenix,Arizona",Chairs,Global Chrome Stack Chair,191.97,7.00,16.80,5,8.75,5,2012
CA-2012-160864,03-05-2012,06-05-2012,NicoleFjeld@gmail.com,"United States,San Jose,California",Binders,Avery Binding System Hidden Tab Executive Style Index Sets,13.85,3.00,5.19,3,37.5,5,2012
CA-2013-125724,23-09-2013,28-09-2013,SuzanneMcNair@gmail.com,"United States,Broomfield,Colorado",Furnishings,Aluminum Document Frame,68.43,7.00,8.55,5,12.5,9,2013
CA-2012-161242,01-06-2012,08-06-2012,CatherineGlotzbach@gmail.com,"United States,Los Angeles,California",Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2.00,5.76,7,49,6,2012
CA-2012-148495,13-08-2012,13-08-2012,SandraFlanagan@gmail.com,"United States,Pomona,California",Furnishings,Ultra Door Pull Handle,31.56,3.00,10.41,0,33,8,2012
CA-2013-108630,19-11-2013,19-11-2013,BobbyElias@gmail.com,"United States,Concord,California",Binders,Recycled Premium Regency Composition Covers,61.12,5.00,22.16,0,36.25,11,2013
CA-2014-104619,25-01-2014,30-01-2014,KeithDawkins@gmail.com,"United States,San Jose,California",Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3.00,6.72,5,26,1,2014
CA-2012-149517,19-09-2012,23-09-2012,FrankCarlisle@gmail.com,"United States,Sacramento,California",Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3.00,19.47,4,32,9,2012
CA-2012-116841,14-04-2012,18-04-2012,TheonePippenger@gmail.com,"United States,Springfield,Oregon",Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,35.21,1.00,2.64,4,7.5,4,2012
CA-2013-130638,17-05-2013,20-05-2013,SanjitChand@gmail.com,"United States,Los Angeles,California",Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4.00,19.80,3,7,5,2013
CA-2013-110086,19-09-2013,23-09-2013,BillDonatelli@gmail.com,"United States,Woodland,California",Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.98,2.00,24.00,4,10,9,2013
CA-2011-128524,11-11-2011,13-11-2011,MaryZewe@gmail.com,"United States,Seattle,Washington",Appliances,Belkin F5C206VTEL 6 Outlet Surge,22.98,1.00,6.89,2,30,11,2011
CA-2013-140256,23-08-2013,30-08-2013,PaulineWebber@gmail.com,"United States,Los Angeles,California",Art,Newell 346,5.76,2.00,1.67,7,29,8,2013
CA-2011-124702,18-11-2011,25-11-2011,MayaHerman@gmail.com,"United States,Seattle,Washington",Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",137.54,2.00,55.02,7,40,11,2011
US-2014-125808,13-11-2014,16-11-2014,EmilyPhan@gmail.com,"United States,Los Angeles,California",Paper,Xerox 1899,11.56,2.00,5.66,3,49,11,2014
CA-2011-104563,07-03-2011,12-03-2011,CraigMolinari@gmail.com,"United States,Seattle,Washington",Art,Newell Chalk Holder,20.65,5.00,9.50,5,46,3,2011
US-2014-107979,09-06-2014,14-06-2014,FrankOlsen@gmail.com,"United States,Glendale,Arizona",Accessories,Memorex Micro Travel Drive 16 GB,89.54,7.00,12.31,5,13.75,6,2014
CA-2013-107104,27-11-2013,01-12-2013,MaribethSchnelling@gmail.com,"United States,Los Angeles,California",Bookcases,DMI Eclipse Executive Suite Bookcases,3406.66,8.00,160.31,4,4.705882353,11,2013
CA-2014-161893,24-01-2014,28-01-2014,HaroldPawlan@gmail.com,"United States,Tucson,Arizona",Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,95.98,2.00,12.00,4,12.5,1,2014
CA-2011-100860,26-03-2011,30-03-2011,CindyStewart@gmail.com,"United States,Pomona,California",Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,5.00,9.00,4,48,3,2011
CA-2013-160717,07-06-2013,12-06-2013,MariaEtezadi@gmail.com,"United States,Santa Barbara,California",Phones,Samsung Galaxy Mega 6.3,3023.93,9.00,226.79,5,7.5,6,2013
CA-2014-132619,01-09-2014,06-09-2014,MaxwellSchwartz@gmail.com,"United States,San Francisco,California",Storage,Space Solutions Commercial Steel Shelving,193.95,3.00,9.70,5,5,9,2014
US-2012-120957,07-12-2012,07-12-2012,KristenHastings@gmail.com,"United States,Riverside,California",Paper,Xerox 218,12.96,2.00,6.22,0,48,12,2012
CA-2014-157448,17-11-2014,21-11-2014,LenaCreighton@gmail.com,"United States,Los Angeles,California",Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94,3.00,23.99,4,20,11,2014
CA-2013-126270,24-04-2013,28-04-2013,ArtFerguson@gmail.com,"United States,San Clemente,California",Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.09,7.00,6.56,4,36.25,4,2013
US-2014-140312,14-11-2014,20-11-2014,KenLonsdale@gmail.com,"United States,Dublin,California",Phones,Samsung Replacement EH64AVFWE Premium Headset,22.00,5.00,1.38,6,6.25,11,2014
CA-2013-137393,07-05-2013,11-05-2013,GeneMcClure@gmail.com,"United States,Bakersfield,California",Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.60,4.00,14.14,4,34,5,2013
CA-2012-130113,27-12-2012,31-12-2012,AaronHawkins@gmail.com,"United States,San Francisco,California",Storage,Fellowes Super Stor/Drawer Files,323.10,2.00,61.39,4,19,12,2012
CA-2014-122770,14-12-2014,19-12-2014,EmilyPhan@gmail.com,"United States,San Francisco,California",Labels,Avery 49,8.64,3.00,4.23,5,49,12,2014
CA-2014-118668,03-01-2014,05-01-2014,FredWasserman@gmail.com,"United States,Los Angeles,California",Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,16.59,1.00,5.81,2,35,1,2014
CA-2014-116498,31-05-2014,04-06-2014,KellyAndreada@gmail.com,"United States,San Diego,California",Art,"Dixon My First Ticonderoga Pencil, #2",35.10,6.00,10.18,4,29,5,2014
CA-2014-130148,25-09-2014,29-09-2014,NeilKnudson@gmail.com,"United States,San Francisco,California",Paper,Array Memo Cubes,31.08,6.00,15.23,4,49,9,2014
CA-2014-154116,16-12-2014,20-12-2014,KhloeMiller@gmail.com,"United States,Inglewood,California",Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3.00,10.73,4,47,12,2014
CA-2013-105291,31-10-2013,05-11-2013,SusanPistek@gmail.com,"United States,San Luis Obispo,California",Fasteners,Assorted Color Push Pins,3.62,2.00,1.19,5,33,10,2013
CA-2014-125990,20-10-2014,24-10-2014,JoySmith@gmail.com,"United States,San Francisco,California",Binders,JM Magazine Binder,39.62,3.00,13.87,4,35,10,2014
CA-2013-161746,22-10-2013,28-10-2013,CarlosSoltero@gmail.com,"United States,Los Angeles,California",Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.14,3.00,12.11,6,5,10,2013
CA-2013-116379,08-11-2013,13-11-2013,LisaDeCherney@gmail.com,"United States,San Francisco,California",Binders,GBC VeloBinder Manual Binding System,57.58,2.00,20.15,5,35,11,2013
CA-2014-142293,18-09-2014,21-09-2014,ShahidCollister@gmail.com,"United States,Boise,Idaho",Accessories,Logitech Trackman Marble Mouse,89.97,3.00,37.79,3,42,9,2014
CA-2011-111962,29-09-2011,04-10-2011,EvanBailliet@gmail.com,"United States,Seattle,Washington",Binders,GBC Standard Plastic Binding Systems' Combs,10.05,2.00,3.14,5,31.25,9,2011
CA-2014-124261,15-11-2014,20-11-2014,JoeElijah@gmail.com,"United States,Los Angeles,California",Art,Newell 347,34.24,8.00,9.93,5,29,11,2014
CA-2014-129294,17-03-2014,22-03-2014,KenDana@gmail.com,"United States,Los Angeles,California",Storage,"Dual Level, Single-Width Filing Carts",310.12,2.00,80.63,5,26,3,2014
CA-2014-131303,29-11-2014,03-12-2014,EmilyPhan@gmail.com,"United States,San Diego,California",Labels,Round Specialty Laser Printer Labels,62.65,5.00,29.45,4,47,11,2014
CA-2014-137505,25-11-2014,25-11-2014,BethPaige@gmail.com,"United States,Los Angeles,California",Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",364.08,2.00,9.10,0,2.5,11,2014
US-2013-158680,02-07-2013,03-07-2013,NickZandusky@gmail.com,"United States,Seattle,Washington",Binders,Zipper Ring Binder Pockets,2.50,1.00,0.90,1,36.25,7,2013
CA-2013-146913,01-11-2013,06-11-2013,SylviaFoulston@gmail.com,"United States,San Francisco,California",Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5.00,70.20,5,5,11,2013
CA-2011-121762,15-02-2011,19-02-2011,MarinaLichtenstein@gmail.com,"United States,Seattle,Washington",Accessories,Logitech G600 MMO Gaming Mouse,239.97,3.00,86.39,4,36,2,2011
CA-2011-123855,18-06-2011,23-06-2011,MickCrebagga@gmail.com,"United States,Los Angeles,California",Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,139.80,5.00,12.23,5,8.75,6,2011
CA-2014-142328,08-12-2014,15-12-2014,TracyCollins@gmail.com,"United States,San Francisco,California",Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",50.04,6.00,25.02,7,50,12,2014
CA-2014-137918,30-09-2014,07-10-2014,JoeKamberova@gmail.com,"United States,Lodi,California",Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",97.30,7.00,28.22,7,29,9,2014
US-2011-139640,07-11-2011,11-11-2011,TroyBlackwell@gmail.com,"United States,Portland,Oregon",Paper,Xerox 1995,25.92,5.00,9.07,4,35,11,2011
